donation_id,sales
31EE9FCA-DD4D-4B6B-8C49-4F88B6D4B2C9,39.0
32BF9094-030E-47C0-B211-B29FCA61AE0C,39.0
F9D14A0D-8A54-4BF2-8707-22F1C79F10B7,39.0
F52A289D-5F8D-4BA5-A778-E12AD368A46E,39.0
3C23F8BC-0481-4FC3-B2BE-438C2793B407,39.0
A940066E-07FA-4A12-A98A-60F35802EA71,39.0
D52A9DF9-0BBE-4F03-8F63-1000F3C7EB4B,39.0
44E1A80A-4184-4F03-A3D3-0A691F9D1350,39.0
ED360A7F-7085-4159-AB72-4D968B609A48,39.0
E16677FA-3963-41F7-88AA-95FEB0FE6520,39.0
A275FBB3-BF82-4B98-93D6-A40CFEBE95C5,39.0
6BAB0C59-3381-438C-9232-7D0E26D9D758,39.0
CE083151-89A6-4A76-88C6-B82B10375287,39.0
837FCAAE-E19C-419C-80F3-79FDCA837D3C,39.0
C72E2742-E94D-414D-85F4-ED2FB9F06E2C,39.0
9B2B7FEB-C552-4C0B-BB7E-861E369E7343,39.0
03B87E9D-7594-44AF-87D2-484D3E6DB67C,39.0
1E5C3D50-0B5A-4D00-AEB5-1C7087C97AD6,39.0
16F58229-A796-4BF0-9ADF-12761D0040FE,39.0
04ABB517-57C4-4E5F-ADB2-C661680FCEFB,39.0
D87890F2-F489-4129-A0F6-AC7B898FA317,35.75
A7067400-A6F6-4552-919B-E8262BD244CA,35.75
AB2ED83B-AC43-4F61-AA7C-3789AF844117,35.0
BC4FB7A3-E239-47CB-9ACB-2A9B1A748473,32.5
7AAC8D35-9F4E-4BA2-9115-9FAD9FD3B20A,32.5
0C5171A3-CBEC-4461-A467-524475A2775D,32.5
D5074693-ACF7-4109-9080-76BBAFB47644,32.5
B0D96DDA-8566-4E76-85C1-AC3B766D63A3,32.5
40BA329D-7E0D-42A5-90B3-74F56D41D202,32.5
5B8E3B47-AD1D-4FA3-9004-94B2D96B7AE1,32.5
3551C0EA-A817-4087-B854-E154D2E3EF59,32.5
5D78CD31-A1D8-44DA-BB47-52DAC04D0C46,32.5
6D5E969F-9D65-4B81-BF04-EEE2D8415BF4,32.5
61D2095A-3E13-437E-88E5-BC9FC5C20911,32.5
BBED5691-C3DF-44DF-8773-AEB515D00218,32.5
16289B11-52F1-4D7D-A7FF-26A33C914185,32.5
CD4A733C-2C18-4741-94C8-A8A695BF6721,32.5
3E22DD51-3138-4C40-B5B1-771A848CE413,32.5
0AC59FB6-63D1-49AE-A3FA-AD023C557B22,32.5
C7876442-4BC8-4EAC-86FC-4C3C41E8EFE2,32.5
E8082B77-790A-46B7-8246-539621F59D4E,32.5
3BA5EA2C-EDA3-4752-B2D1-47FC9C887111,32.5
612E4EBC-98A8-412D-9406-8C6EE716945E,32.5
3C0D9631-DBA8-4544-93ED-D362750AD24E,32.5
E262C859-C34D-429A-8B89-43833B4C84E4,32.5
076C7E77-932B-43A4-B898-B36F8A455237,32.5
55C25ABB-A2AA-4C38-A781-DD13D1851F5C,32.5
FE4E489B-3C02-4B59-A370-AB2495EFC9AE,32.5
22954BF2-3A6C-483A-B756-1D1175AE60D3,32.5
DD223454-4DD7-419F-8066-64E038FFA199,32.5
5061F307-6902-4E3A-9E05-16D1CFEB29EB,32.5
DBC053BD-2A80-4917-B79F-28AC18C43C33,32.5
9B42A2B7-0A26-4782-A0C6-C90FE6B47EA1,32.5
0E4037A1-3E03-4BFB-B16A-FE646E38CE31,32.5
A46A21F3-A94B-4A1D-B204-3462F38CB0CA,32.5
943D4C0B-B944-4F76-B4C7-447F29373C10,32.5
81A05366-FE7D-43FA-A2BE-8911795794DD,32.5
80F97C93-082B-49C5-A744-C774D68092ED,32.5
80C0ECF1-EADA-4940-B0CF-9668C9009461,32.5
1DFFCBDE-D75A-47CC-8A4F-8F725E120A09,32.5
7429DF86-E647-491B-9E6A-A63950EBC062,29.25
50FCC491-9AA0-41BD-8A51-21BEF515D55F,29.25
39B91170-3E52-43EE-A50D-2170EC723D52,29.25
CB80F3E4-A3B2-4101-A1AA-C6B5A80B6C80,26.0
4E1505FF-B7B5-45CF-995B-DE01CBC91DD1,26.0
60CCB805-295B-4EF0-8352-05D241F13B1D,26.0
08218BEA-64CA-4B6E-A13F-8ADAA71544E1,26.0
5EFF20DB-B3E8-4F0C-960F-15AE919D10F1,26.0
4E335A4A-C1BD-406E-B354-31C7766FA91F,26.0
D611D1FB-A8D8-42F2-AD2B-2BFD3B2C8A8A,26.0
CFA7F2D0-3C51-4824-BD43-984A9D751088,26.0
525AE87F-7E32-4ACD-B062-44D73B18AB58,26.0
549D6492-B009-4470-8257-DF0486502201,26.0
D136653C-A0A3-4442-8822-AA271B8728D1,26.0
D6E74833-8043-44D4-BD04-522578556900,26.0
59D6B9FA-1290-49A6-8C09-192B28769C55,26.0
927FF749-F3DC-4DD7-B1CC-5135C1D4F444,26.0
CAD05ACD-670F-446E-B19D-4DD1091755FF,26.0
61FA07C5-D3D0-4312-BEAD-7111CD183B38,26.0
99AA4059-099B-45F4-934F-9588E9DD713B,26.0
1F31F744-5C01-42DC-8261-ECF40E5B128B,26.0
0EEA8F07-12C9-4D52-96A7-DA2527365C20,26.0
9E31BEBF-2F98-4856-BEF3-D670379A9D6C,26.0
9E6CCB07-8247-4FA8-887D-0E8792695EF5,26.0
8E60CB6E-8109-48C5-A364-0071432AB83F,26.0
8E2A5AB9-2D1D-41C1-B1E6-902E8BF22607,26.0
8A44DE86-5B9E-4E3E-B37E-A1EE217B7579,26.0
A26F1087-0F4A-42F7-81FE-FBBD8A2AFF6B,26.0
0DB6A443-1063-465D-88FD-AE463122970F,26.0
AB132853-044B-41BA-8EBB-6A58804C1E59,26.0
AC6B844E-F5E4-41AB-891A-7847035FF4CD,26.0
AC7B7F5F-8324-437A-AC53-D744C8104D8E,26.0
7D7402C4-6405-4D5D-91A2-5FE10CB68ABC,26.0
AD835D34-E155-4EF6-AE56-5AF0A432A893,26.0
0C34EDF7-E8FA-44E1-82DE-1ADD40ED1727,26.0
B1B983CB-2BDE-490F-8E08-19BCC5724AC4,26.0
B3076445-88D8-4C28-92C1-C8A6B9B33E6E,26.0
14BABB18-8457-496A-A60C-9342995B008F,26.0
7074F9D9-99F1-4395-942F-019EBC2E27AD,26.0
6D205E54-0BD0-44E3-BA55-B0F80496CCB2,26.0
49BE68C6-0B64-496A-B715-9BA34A5A9085,26.0
BF45CB37-F7B8-4F84-A6DE-FED2EA5D6E89,26.0
C6276207-FD34-454A-B1C8-1E00314A8EDC,26.0
CA348C7B-BBBA-46CE-888C-77155A8725E8,26.0
4B783084-655A-4921-B05E-E5FCA3426ED1,26.0
992832D8-10A6-4323-B670-4F53B0E52162,26.0
2F7E84AE-53B0-4BB0-B7FE-988E3A01C0EA,26.0
1991ED16-12EB-4355-8339-0EA986384474,26.0
3C7797AD-E051-4A23-B4CB-D4FCA988D609,26.0
46084657-1666-4FB5-BE12-110051B8597C,26.0
294442E2-F0E6-46C3-9B9D-AAC59D68CDF4,26.0
DD2E85DE-93D2-4F12-9ED7-1CEAE3522EE0,26.0
43F46B86-BEDB-4508-986B-BC04A5C34D7E,26.0
4350EE10-F9D6-4D8F-9FAC-A1C3884344D7,26.0
2A13FC05-4E7C-4514-B9D6-82A849015AE5,26.0
F678CBA9-4F61-4BCD-AADC-C20928242A76,26.0
2AFEE185-280C-47E1-9D02-38119B3A0267,26.0
E0A42918-11C0-4CBB-8513-E1C0314A91CF,26.0
3A9D14A8-780E-45D9-BC74-9F331979B2CA,26.0
E11895A5-1F52-4C6A-AD93-D164BE4C5370,26.0
41CE5117-5F7F-40BC-B003-4FD3B4705ACE,26.0
E309D720-366C-41D7-B2C1-FBDDAE676E98,26.0
E371B78D-1569-4E23-A279-E8F7265B1184,26.0
F690502F-E12C-4C8D-810E-176E803DCD53,26.0
E652A5BF-EF51-4439-8F65-9AC4C2E1CF20,26.0
EE0BCF81-CB92-48D6-BF32-8A73731E4A3B,26.0
1963E8E5-E55B-4E5B-A8AD-7E9B3130E667,26.0
1F494EC5-EFC3-4647-A4C0-105F54870701,26.0
39E23E67-8E4D-426A-AB09-B0D88DE1D1AC,26.0
070FF095-44B7-41F9-8312-0AFF9ABED313,26.0
A83976F4-23D1-4B4F-B618-74CBD6CDD7FE,25.0
1F9B0FA4-571E-45D6-92BE-CF83B1F21636,25.0
5D70A436-80BF-4550-AC44-1B9DD9E71E4E,22.75
9588F0F8-403D-4D71-A527-10DA37E88878,22.75
0B1A7BE7-32DE-4662-927F-7EC8FD3F7623,22.75
81EED24A-4F7D-41C9-AC39-F562628E0225,22.75
6426E2EB-1C10-4307-9F61-3875191E83DC,22.75
A1B5F49A-FA60-412D-8BCF-6791EDF1DBAB,22.75
3CDEDBBA-1FF9-46EC-B30A-48C59782F2C9,22.75
76EAA2D7-3DC1-4DD0-94F5-669796E6CB33,22.75
ECB98252-65BD-482D-BB43-6CDED9004861,20.0
1CD6D41A-4CF0-419A-86F6-27E507E2FE69,19.5
39F43EA6-58D5-4D21-817B-06751F0F18FA,19.5
36910F8B-BB12-4E59-B15E-1117A609B4AE,19.5
EDD0EC11-F8A8-4747-9E25-8A6239B324A9,19.5
B35D11C6-D8D4-4C3B-A9C6-9F3A3F6DD3D0,19.5
B4CD7A1C-BCDE-494C-A3A9-80D1EEBE50CB,19.5
34BF3465-F959-4D2F-A792-2206950C66CA,19.5
727ED16E-F5AE-4DDA-828D-835DB321A4A7,19.5
EC25C5FD-9409-4F92-8ACF-CC8FCA347F1E,19.5
C46ABAC5-A088-40B8-B65F-6470AC5E5794,19.5
BA96C48A-B08A-4682-B91F-6FC7B916C646,19.5
396267A6-5628-4745-BAA1-0AC54491497A,19.5
ED55D369-2099-43EF-B905-37E11B8101A2,19.5
703592AF-A0A9-44F1-9BA3-79C6F9B78D37,19.5
49502D9F-E746-4828-AC6F-07FC5F6410A1,19.5
6E909044-A40F-494B-8021-B449D35F478A,19.5
49AE8A1F-078A-4A6A-8CF3-09E3B4427E60,19.5
F01B84B8-6055-48A1-AF21-13E7A3BB48A8,19.5
87D4595F-B62D-4776-8051-9799A6BD4E9D,19.5
10027626-A43A-423F-8AE6-A942238427BF,19.5
93B3D434-D3C8-4E18-A8D9-D2FECE4F1EA0,19.5
99E0BE9C-7C4F-451F-8BBD-21CE6AB136C8,19.5
2142CC9F-2763-44BA-ABA1-ACB7FABCD4DF,19.5
21A72F68-6AF9-4437-AFA3-F3570EBC7244,19.5
FD50FAB0-7A1D-4D3A-B286-AD9649EA1D2E,19.5
8D76F425-F6F9-48D3-AA50-349D519B0EC5,19.5
A110FDD6-D736-47AB-8DDD-DEACDD9573B0,19.5
A1697DFA-22E2-444F-8BE7-86A87529C96C,19.5
FAF02212-471A-491B-B6C1-2BF30DBA6C55,19.5
FA22FF9B-5B07-4B92-9DC7-7E2C1F95CC93,19.5
ADD67744-775E-413C-888B-AEC8E2924044,19.5
87401F49-0740-4E19-BAA6-E1EC0A0648B5,19.5
872162D7-4AD8-42E1-865A-C81A23EBE221,19.5
8680EDB6-E4D0-4024-B9A8-8F3045F30E43,19.5
A5EF5F79-7306-4122-BF42-4F5CB54A37C7,19.5
A65EB46F-70D0-400F-AE65-C5AEC95D011C,19.5
2979427C-A8C1-4E9E-9708-B547D683C0D8,19.5
A98EA9DA-9DFF-4CCC-BD2E-D9B575F555BB,19.5
7B782A5C-1678-4D91-BBF1-C510975AC3CF,19.5
7B3D257E-B570-4586-9C22-F18B30D42054,19.5
F1B41D3C-FDF9-40B9-A3FD-2351E09A635F,19.5
C6A9CE6D-5F0E-46D0-9411-A5BFD8FE5ECA,19.5
BC9BB5F7-87D0-41E9-A790-F9081CCAB242,19.5
19B7DD14-4118-4147-9A07-25BDC5A1970A,19.5
D71F996A-C77F-401A-9369-FC7402744F4F,19.5
459AC117-50C6-4EFC-B86D-0AFB5FA24413,19.5
D9150EFD-FC1D-43F2-8C82-4C39D2D57A9E,19.5
58B101B0-5FD9-4A33-B78F-F816DED2C00F,19.5
5323C99B-D601-4E49-9180-F893935F4EE9,19.5
D8E8B25C-83A0-4CC1-AABB-130FFA4FBED5,19.5
3B0BCECF-3B62-4A60-A548-7476A256A01E,19.5
4926AFF7-A624-462A-8AA4-C3EE4491EC9D,19.5
48FCE362-8133-4DD9-84E0-B01C4285631A,19.5
4055F79F-0488-4870-8F25-874775E86FDE,19.5
4E27B87E-DE40-493A-82B5-227BF89D9F5C,19.5
501F2ED8-3C60-4B67-A443-E275C38F33F2,19.5
D1955FF2-7605-4D4A-BB14-64A947D00B4F,19.5
D3566FEC-C413-4027-AE2C-F4EE7F7775D3,19.5
4691AAFB-5C96-436C-847E-5841D532CDFB,19.5
51AEEFC1-1955-40C8-8A7E-5E8EE8BD2447,19.5
524A47FE-58ED-4343-9231-DB118207D89A,19.5
59C256AA-AB77-46C5-878A-24E161BECF9C,19.5
6314B0FA-E93A-4B17-A802-5D19471046E4,19.5
C81C0414-2CFA-447C-95FD-CB4E2CF0AEF9,19.5
E5B298EE-4F1F-4C2A-8EE5-B2D8ED313C49,19.5
D6182B9E-DF09-401E-8ED1-964DF22B6FB3,19.5
611A300A-09FD-4B57-89A1-6AA1E408AA43,19.5
67E892E3-19B0-4CD2-AA78-60880191AA96,19.5
E6E4AD41-A00F-45C8-AD41-D6F3B07D1891,19.5
66CE425A-1F7A-4D4F-88A9-53ED013FCEC2,19.5
4B65AF9B-44C2-4CAF-8E7B-2BF8D7E5C212,19.5
DAAFC979-6D1A-43CF-9158-0A25A67E2DB0,19.5
D9CF87E9-D030-4F12-B2B4-0EC93DD8D24A,19.5
D9FB67CC-BF07-4905-9FFC-4DC078D5647A,19.5
C9D19BF3-766C-4386-ADCA-C9778F354281,19.5
65FAC252-734C-47D4-94E1-2CD04D927BB7,19.5
C8429AC0-4BEF-4B49-B8BA-0F04C2823882,19.5
C7CCDEE4-DE04-4415-87BA-6E86C9B7A9D3,16.25
FEDF98FC-E447-404A-A279-AB13F282726B,16.25
CD3F1D34-B2D1-434C-BD2E-FE8CD4B7F4DF,16.25
92EC21BD-A4F3-45B6-9AA6-4F3A53D15F1E,16.25
D760689F-B8DB-461F-B147-8A52B777E994,16.25
E868F445-DBC6-4133-B685-01D1D9CE360C,16.25
D809AFD2-8E4A-47B8-A43A-3161D75AFEF4,13.0
A396835F-91B8-408C-A796-B63CD8E1E1E7,13.0
A4086E37-0979-4D7A-BCC5-D6EA6AA5FC53,13.0
A60F4FDB-4C63-4C0C-A442-8F7868A09F8D,13.0
FBE528D3-889F-4B6A-8395-81D1E8E30233,13.0
D8309ED6-AA21-42D0-81EC-C37BBA8B975C,13.0
D83673CC-4C86-464C-AD38-9B5C65C91CEE,13.0
0DC8EBA3-C068-46DA-8CD4-8672B769B09C,13.0
9F5F50B2-16DA-4A7B-B48A-7A747E02A067,13.0
D6442253-6809-4C56-9968-2393FAE6A3D1,13.0
FD20164E-1E40-4352-B38A-457D17B59C84,13.0
FD29688C-F724-4592-8E4E-7B6CF311BAA2,13.0
FD8C0F25-4DBA-499B-A1C3-9FE3E993D1AE,13.0
D9323A15-B080-4DEA-8ED1-EF1E1206DFC1,13.0
DAB61F38-9F80-4A80-A160-FFD3959AD931,13.0
9B2FFE31-D4E2-459E-B338-B8922494779B,13.0
D9C08CD3-93AF-4A05-A911-8E533B73A74C,13.0
A76A321D-DACB-4697-B5B3-2E134A9A6FBC,13.0
F3C5DCD3-1CFD-4133-A4E6-1D26AB1BA943,13.0
A85E3A19-926E-4CA8-8038-62E516B3F949,13.0
EF7B1D8D-17C9-45B5-A603-E748B3BCC3EB,13.0
E3E23D2C-035E-4332-A4CD-F16F90861F46,13.0
E4ACA531-2E5A-436F-A27E-73E0B437B34B,13.0
CED814F7-9093-4747-8FC0-C9457028D40E,13.0
B3C0BBFD-81BD-4424-BCCD-BC9E9E235279,13.0
B3D2C738-E3E0-4AD9-B1E2-FD12CBA7C994,13.0
B470D630-AAD0-4DE6-A77D-623DC5C77E28,13.0
CD7EE4D8-1037-4525-A035-5172884A01A1,13.0
B6E61408-6C94-433A-A69C-F8BA464B7713,13.0
B906F2A5-8DB7-4C6E-A0C8-AEC2061E1F04,13.0
CC9BCD5B-70A1-4E9F-8DB7-844FAD44D40D,13.0
E6EF76D8-8914-40BA-8835-AA826B644B4A,13.0
0A63160A-9633-4CD8-BE1C-57FE1C252AA4,13.0
0692B228-CD7E-45DF-8DBB-6C675A6DEAA8,13.0
BE20435B-36B2-4993-8ABF-0F84AE750612,13.0
C8103BD4-D945-4D23-AC1C-83A426E88519,13.0
D0BC7A84-A19E-4245-856D-BF6FF982E631,13.0
0620392B-8F0F-4533-9002-3BA24597A5B5,13.0
A9BAE8E6-6711-4996-9E20-EC7DC59AF8F0,13.0
D1261079-4252-4C37-AFAF-12A9775EEF62,13.0
AAA4CBCB-D2A9-4CF9-9060-23A0ACE4B5EE,13.0
D5EE4443-C464-4005-A9ED-7161E12684BE,13.0
D571FE40-3B37-4E36-8659-F2D40A807295,13.0
D5551E97-BD5E-4D63-9A3A-1382B77524C0,13.0
F4B2BCA5-CE9F-4749-8058-4E79BF5018A6,13.0
0C94764C-EFD0-4377-B5DD-CE6BB2ABC0D1,13.0
F358D671-9AD4-4172-BE3D-9F0BF78D5629,13.0
ACBE7642-21A6-4BAC-8E33-32B7FE6509FC,13.0
F235A0F5-AEEE-4548-8A66-83CEFB4DED6E,13.0
AD600F74-DC3E-40BA-AFDB-87F0FB40B091,13.0
AD768383-9698-4714-8352-A11988827843,13.0
D1955C1A-F769-4958-85EC-0381FCA86724,13.0
F18835CE-FD01-43EF-96B8-F2577143DDEE,13.0
ADF7B6E4-2511-4A89-BA4A-E49CA189DB39,13.0
AE194B31-590B-404B-8845-37637C2DE4D0,13.0
D1CD7E99-956C-44F8-8327-2DF9219A0181,13.0
FFFD333A-9229-45AC-9317-401425B925D7,13.0
55FF391D-B29F-4288-B8D5-149AFAFEF346,13.0
7D0B077D-D442-4321-8831-737C5FB18445,13.0
7E959230-C38B-4BA5-8ACB-7B8CCC577610,13.0
69D3123F-5E37-406E-841C-4AD4D844D832,13.0
8082C924-B990-4C71-82F3-7343AC9212C5,13.0
30139212-AF93-4980-ACB3-3C470FD857A1,13.0
2FB6D1E6-3AF3-4575-B68B-CDCCAD81F141,13.0
433F1B91-A89B-4AFD-8388-83FCD7C1F1A5,13.0
835546F7-A579-4AD4-B2D9-BA35BC81CD78,13.0
2E907528-91F3-42BF-837E-41E71011A6E5,13.0
2B44F231-604F-4B82-89F7-A946D160B227,13.0
6523C550-C4D4-4173-8E7C-15D6E068D3B8,13.0
1293F418-E34F-49F1-AA0E-DC40FD106B5F,13.0
0402AEDC-B1DB-491F-ABE5-523F83DCE8EA,13.0
179FFCFD-E04F-41B5-A270-ED5A71C92BC9,13.0
84B06B54-05FA-433E-A76E-A20EF5DAF65A,13.0
1996DDB2-5973-4CB2-B03E-639A12B66211,13.0
1DB0BF39-CBEB-4D4A-B5CC-96B7ADBD8CDC,13.0
1D263B2A-1460-4870-84F9-232CE71DA76E,13.0
1E325217-7902-439F-B89E-4A593A8DC314,13.0
6A189117-AF88-49AE-B977-726D82722A3E,13.0
6BF7F3A6-24B2-43B5-A7CD-DA1B74062BD6,13.0
3BE25660-4711-42F6-A2F3-1B4FB8E56BE5,13.0
6B617384-E910-4C46-9CA4-E483112359BF,13.0
3B2E2B81-0976-4F24-8288-73BDBCA4721F,13.0
74C5F35F-6A55-4905-AEBD-F33441ABAC5C,13.0
3B108F38-3E34-462F-BD61-303334F1EA89,13.0
3AFD8F82-1832-4C36-9C5C-B914FE99A425,13.0
76B1361D-C45B-4046-BBD2-2154012F8E42,13.0
3961F434-A5F0-46D0-90DD-FEDE54519C39,13.0
78231E02-0642-4910-9C29-CB1152229279,13.0
788FE71B-2CA6-4921-8D93-D427862D1318,13.0
78A574C4-70E4-42D3-B796-14993AD33D38,13.0
1C9F1D43-E6C5-433E-BAE3-EDA3C9D83456,13.0
6AB135A6-192F-4333-B31D-5A0968EE3C68,13.0
357CF804-AF4B-4A22-9AC5-4CFA09FC9340,13.0
856675A8-92B3-40E8-8FB8-351EE96AFFF7,13.0
842028C1-77F4-4B58-8186-3D0BC53CD957,13.0
85A94532-C383-4E49-8111-1A99694F73CF,13.0
8BCAEFC7-C14D-440C-9238-2E781204D5C6,13.0
267C0ECE-A8EF-4244-8842-9D8B8F419760,13.0
5B6270B9-97F4-44F2-92F5-B0468E28DF94,13.0
862E960A-5B77-4AE7-8CE2-9152D122B9A4,13.0
25CBE503-0DCE-42EA-BA50-F8E911A66150,13.0
4A32E99A-03F7-441A-94DC-EE5C302DA4DE,13.0
5A7C8596-5FB7-4F4D-B476-B37FD0781243,13.0
596206A6-0996-4C39-A1A8-C25A2FE4C888,13.0
924E7FAB-5F1B-4ED5-9934-777C2AD06209,13.0
9258CA1D-86CC-4846-907A-0D0289223F18,13.0
23F42890-1220-4F0A-A3EC-50913F4193F3,13.0
4CF0DCAB-2F5F-447E-A980-D348639E21A2,13.0
93EB0AE2-9323-4B69-A404-77DF49B3296C,13.0
95157874-D5C2-4061-AC43-10C04902FFA4,13.0
180A44F4-762A-44E0-8100-280719434775,13.0
537770F6-609C-4B53-8830-8A35B09846AE,13.0
5C74A79D-2EE5-4B3C-9226-927F59F3B70E,13.0
921394AF-4F31-4BAA-AF48-33EAA2B18D44,13.0
5D139A74-0F00-4769-A6A2-431C4ADABDBB,13.0
8BB42EB0-B59F-4D06-93A8-286746FC75D9,13.0
86653CE2-99BF-4B37-8C5D-0313498BB154,13.0
874D8BC4-B7A7-4A85-A75B-7ED27BE0233F,13.0
6138E56D-2CCB-4016-B376-4712C44C5F31,13.0
89775CD1-D9FA-45DF-9C4F-F8C1523ECF4E,13.0
287E5BA1-6004-45E6-B643-D5EE7CC5C438,13.0
111E16C8-1362-41F9-AAE6-83433CED92A6,13.0
703AAE1C-F73E-49B1-BF89-16C7B8073293,13.0
60CBC208-A5F7-44F4-AE31-B06FA3C5CCB3,13.0
5EA184F8-2741-4D94-95D7-8A2C846A1DD4,13.0
49C4FE1A-39A2-42DC-89F6-6303D03CA638,13.0
726821F6-8E6F-409D-93C7-35D88DB5A31B,12.0
3D93EA9E-3DF0-4B4A-926B-05CB45174F9D,11.0
6C88D376-92D2-4299-939C-C9A929F4576F,9.75
DDD1655B-B19C-43B0-BB96-440239D54B9F,9.75
5B70D426-C389-4D5A-A631-E1190CA0A8C8,9.75
6BAFA444-5541-4DCA-A36E-B5055821C480,9.75
96103D1E-8FD4-4D82-9A99-868261DC2C80,9.75
4D49DAB3-1CB2-455E-903E-53F05B1819D3,9.75
C06CAE35-F8BF-4441-A691-0A91FD8507F1,9.75
4BFCB1F7-9914-4C23-932E-FCA5FDBE60AB,9.75
C85C9B30-56BF-4E07-909A-45A472C98AA8,9.75
C74ACB14-2D61-48F1-BD9D-73DFF94C130F,9.75
C32E2269-96AB-488D-8527-018182D252ED,9.75
E25D958F-72B4-4F55-A509-DE54C855A43C,9.75
D5601CFE-435B-4C4B-9830-29432D74E6F1,9.75
6A8E397D-6C7B-46F4-A7AA-A0950A8AE4DD,9.75
40141E2B-B3D6-4241-B867-984D1569ACA2,9.75
13CDFC6A-AF9F-443E-A979-1BFBC6F58548,9.75
9D120330-5981-435A-A83A-526261905B0A,9.75
B21D81D5-4241-46C4-83F3-3D20FA8F22DB,9.75
27CACD81-20EC-44FC-A5C3-28F538DEB17B,9.75
F5344043-F242-4ED3-B2EF-200984352B0F,9.75
BA379D23-7D59-4157-B311-A255FA908802,9.75
A7739EFD-1048-4130-B5C4-2777C0D6D4AE,9.75
26994E4D-1EA8-473C-9642-C211D880CC6C,9.75
9ECA17DA-F9A8-47A1-BA8A-2A0C8ECEAFDA,9.75
263D42D7-535B-4962-AF29-3530805B159F,9.75
33772A0E-A689-4329-93C9-707941D75676,9.75
33E6CBF2-0C9D-429D-839B-5C4AEFB5C94B,9.75
F8A300C9-8C9F-4812-A57F-7D77620FC82F,9.75
24341D3D-B0F7-4875-865F-8EF250A5FA41,9.75
98EC6B1E-D4BD-4ED5-BAFC-454A8B3BE8A3,9.75
559974D6-27E1-4290-8795-A5830C81A73B,9.75
10AC305C-CDCD-4100-A6B3-863093431B26,9.75
B50379EC-D18C-4569-85F6-DA0FB1A01C1F,9.75
7378B83A-2E5A-48BF-81CB-0CBB316F4F49,9.75
4BFEE05A-E87C-443D-92F7-27EFA02C1A33,6.5
FB9F174D-9A07-4289-8A51-B5647E90C1AF,6.5
DBFFAFAB-4F8A-4819-8D48-E696E6276675,6.5
52AC3012-7E09-4B79-B0D3-A33D2559C8B7,6.5
1FDCA6AF-17AD-4B23-AC0B-BDDD425C5E87,6.5
47D46FA2-DA42-4782-8190-6FA0DAB8F554,6.5
DAC82B1B-D4ED-4D83-A260-DC7F4277E65B,6.5
4944D8B9-0C3F-4C3E-9121-6E2E376413E8,6.5
18756ED9-B428-4D67-BAED-5CE19F809329,6.5
DA13BA23-2296-4C5B-BDD4-F8D4629D439A,6.5
